,Faixa do rendimento mensal domiciliar per capita ,Para acessar a Internet utiliza-se microcomputador,Para acessar a Internet utiliza-se telefone celular,Rendimento mensal domiciliar per capita ,Tem telefone movel celular,Total de moradores de 10 anos ou mais
132493,4.0,,,1576.0,4.0,1.0
132494,2.0,,,330.0,2.0,3.0
132495,,,,,,
132496,,,,,,
132497,3.0,,,788.0,4.0,1.0
132498,3.0,,,575.0,2.0,2.0
132499,4.0,,,1538.0,2.0,2.0
132500,4.0,2.0,4.0,1025.0,2.0,3.0
132501,3.0,,,600.0,2.0,3.0
132502,3.0,,,462.0,4.0,3.0
132503,3.0,,,679.0,2.0,6.0
132504,,,,,,
132505,,,,,,
132506,7.0,4.0,2.0,4000.0,2.0,2.0
132507,3.0,,,788.0,2.0,1.0
132508,4.0,,,900.0,2.0,2.0
132509,4.0,,,975.0,2.0,4.0
132510,1.0,,,166.0,2.0,2.0
132511,,,,,,
132512,,,,,,
132513,2.0,,,394.0,2.0,2.0
132514,,,,,,
132515,6.0,,,2538.0,2.0,2.0
132516,7.0,,,9000.0,2.0,1.0
132517,,,,,,
132518,2.0,,,356.0,2.0,3.0
132519,4.0,,,1545.0,2.0,4.0
132520,,,,,,
132521,,,,,,
132522,4.0,,,1500.0,2.0,3.0
132523,3.0,,,788.0,4.0,2.0
132524,4.0,,,1576.0,2.0,1.0
132525,4.0,,,1576.0,4.0,1.0
132526,4.0,,,808.0,2.0,3.0
132527,3.0,,,788.0,2.0,2.0
132528,,,,,,
132529,3.0,,,557.0,2.0,2.0
132530,5.0,,,1976.0,2.0,1.0
132531,2.0,,,212.0,2.0,3.0
132532,1.0,,,161.0,2.0,3.0
132533,3.0,,,570.0,2.0,3.0
132534,4.0,,,981.0,2.0,3.0
132535,4.0,,,1492.0,2.0,3.0
132536,4.0,,,871.0,2.0,3.0
132537,,,,,,
132538,,,,,,
132539,,,,,,
132540,4.0,2.0,2.0,821.0,2.0,3.0
132541,4.0,,,1182.0,2.0,2.0
132542,3.0,,,471.0,2.0,3.0
132543,3.0,2.0,2.0,700.0,2.0,2.0
132544,4.0,2.0,2.0,1442.0,2.0,4.0
132545,3.0,2.0,2.0,788.0,2.0,2.0
132546,3.0,,,788.0,2.0,1.0
132547,3.0,2.0,2.0,692.0,2.0,3.0
132548,2.0,,,288.0,2.0,3.0
132549,4.0,,,1576.0,2.0,1.0
132550,,,,,,
132551,,,,,,
132552,3.0,,,590.0,2.0,2.0
132553,4.0,2.0,2.0,1350.0,2.0,2.0
132554,3.0,,,551.0,2.0,3.0
132555,6.0,,,3788.0,2.0,1.0
132556,4.0,2.0,2.0,1000.0,2.0,2.0
132557,4.0,,,1182.0,2.0,2.0
132558,2.0,2.0,2.0,242.0,2.0,4.0
132559,4.0,,,1576.0,2.0,1.0
132560,1.0,4.0,2.0,122.0,2.0,1.0
132561,1.0,2.0,4.0,85.0,2.0,3.0
132562,3.0,4.0,2.0,529.0,2.0,3.0
132563,3.0,4.0,2.0,758.0,2.0,3.0
132564,5.0,2.0,2.0,1921.0,2.0,3.0
132565,,,,,,
132566,4.0,2.0,2.0,792.0,2.0,3.0
132567,5.0,2.0,2.0,1666.0,2.0,2.0
132568,,,,,,
132569,3.0,2.0,2.0,788.0,2.0,2.0
132570,6.0,,,2500.0,2.0,2.0
132571,,,,,,
132572,4.0,4.0,2.0,1133.0,2.0,2.0
132573,2.0,4.0,2.0,394.0,2.0,2.0
132574,4.0,2.0,2.0,1444.0,2.0,4.0
132575,,,,,,
132576,,,,,,
132577,,,,,,
132578,1.0,2.0,4.0,100.0,2.0,3.0
132579,,,,,,
132580,3.0,2.0,2.0,500.0,2.0,2.0
132581,4.0,,,1325.0,2.0,3.0
132582,5.0,2.0,2.0,2150.0,2.0,4.0
132583,,,,,,
132584,3.0,,,788.0,2.0,2.0
132585,3.0,,,788.0,2.0,1.0
132586,,,,,,
132587,,,,,,
132588,3.0,2.0,2.0,566.0,2.0,5.0
132589,2.0,,,266.0,2.0,2.0
132590,2.0,,,333.0,2.0,2.0
132591,,,,,,
132592,,,,,,
132593,3.0,,,788.0,4.0,2.0
132594,,,,,,
132595,4.0,,,988.0,2.0,2.0
132596,4.0,,,1576.0,2.0,2.0
132597,4.0,2.0,2.0,1097.0,2.0,3.0
132598,3.0,,,788.0,2.0,3.0
132599,6.0,,,3788.0,2.0,1.0
132600,,,,,,
132601,4.0,,,1288.0,2.0,2.0
132602,4.0,2.0,2.0,929.0,2.0,3.0
132603,,,,,,
132604,,,,,,
132605,2.0,2.0,2.0,370.0,2.0,2.0
132606,,,,,,
132607,,,,,,
132608,,,,,,
132609,3.0,,,788.0,2.0,2.0
132610,,,,,,
132611,,,,,,
132612,,,,,,
132613,,,,,,
132614,3.0,,,788.0,2.0,1.0
132615,4.0,,,938.0,2.0,2.0
132616,,,,,,
132617,,,,,,
132618,,,,,,
132619,,,,,,
132620,,,,,,
132621,4.0,2.0,2.0,1380.0,2.0,5.0
132622,,,,,,
132623,5.0,2.0,2.0,2000.0,2.0,1.0
132624,4.0,4.0,2.0,1400.0,2.0,2.0
132625,,,,,,
132626,,,,,,
132627,3.0,2.0,2.0,788.0,2.0,1.0
132628,4.0,2.0,2.0,1300.0,2.0,2.0
132629,6.0,2.0,2.0,3666.0,2.0,2.0
132630,6.0,2.0,2.0,2775.0,2.0,4.0
132631,7.0,2.0,2.0,4666.0,2.0,3.0
132632,,,,,,
132633,6.0,2.0,4.0,2596.0,2.0,3.0
132634,99.0,,,999999999999.0,2.0,1.0
132635,7.0,2.0,2.0,4980.0,2.0,1.0
132636,,,,,,
132637,,,,,,
132638,6.0,2.0,2.0,3850.0,2.0,1.0
132639,7.0,2.0,2.0,15500.0,2.0,2.0
132640,,,,,,
132641,7.0,2.0,4.0,23500.0,2.0,1.0
132642,99.0,2.0,2.0,999999999999.0,2.0,2.0
132643,6.0,2.0,2.0,2750.0,2.0,2.0
132644,,,,,,
132645,1.0,2.0,2.0,166.0,2.0,3.0
132646,7.0,2.0,2.0,6000.0,2.0,1.0
132647,6.0,2.0,4.0,2394.0,2.0,2.0
132648,6.0,2.0,2.0,2700.0,2.0,2.0
132649,4.0,4.0,2.0,1500.0,2.0,1.0
132650,2.0,2.0,4.0,394.0,2.0,2.0
132651,6.0,2.0,2.0,3500.0,2.0,2.0
132652,6.0,2.0,2.0,3000.0,2.0,2.0
132653,,,,,,
132654,7.0,,,6000.0,2.0,1.0
132655,5.0,4.0,2.0,1600.0,2.0,1.0
132656,,,,,,
132657,4.0,2.0,2.0,1500.0,2.0,2.0
132658,3.0,,,788.0,2.0,1.0
132659,,,,,,
132660,5.0,2.0,2.0,2150.0,2.0,2.0
132661,4.0,2.0,2.0,1100.0,2.0,2.0
132662,3.0,2.0,4.0,595.0,2.0,4.0
132663,5.0,2.0,4.0,1800.0,2.0,2.0
132664,,,,,,
132665,5.0,,,2133.0,2.0,2.0
132666,,,,,,
132667,4.0,,,1178.0,2.0,2.0
132668,4.0,2.0,2.0,940.0,2.0,2.0
132669,5.0,2.0,2.0,1788.0,2.0,1.0
132670,6.0,2.0,2.0,2500.0,2.0,2.0
132671,3.0,,,713.0,2.0,2.0
132672,,,,,,
132673,4.0,4.0,2.0,1529.0,2.0,3.0
132674,4.0,,,1000.0,2.0,2.0
132675,3.0,,,788.0,4.0,1.0
132676,5.0,2.0,4.0,2320.0,2.0,4.0
132677,4.0,2.0,2.0,1000.0,2.0,4.0
132678,3.0,4.0,2.0,447.0,2.0,2.0
132679,4.0,4.0,2.0,900.0,2.0,3.0
132680,99.0,2.0,2.0,999999999999.0,2.0,2.0
132681,5.0,,,2000.0,4.0,1.0
132682,4.0,,,1375.0,2.0,4.0
132683,3.0,,,633.0,2.0,2.0
132684,2.0,4.0,2.0,204.0,2.0,2.0
132685,,,,,,
132686,3.0,4.0,2.0,433.0,2.0,3.0
132687,6.0,2.0,2.0,3000.0,2.0,1.0
132688,4.0,2.0,2.0,1500.0,2.0,1.0
132689,,,,,,
132690,4.0,,,1432.0,4.0,1.0
132691,99.0,2.0,2.0,999999999999.0,2.0,3.0
132692,4.0,2.0,2.0,1333.0,2.0,3.0
132693,,,,,,
132694,5.0,2.0,2.0,2000.0,2.0,2.0
132695,5.0,2.0,2.0,2025.0,2.0,2.0
132696,7.0,2.0,2.0,17000.0,2.0,2.0
132697,5.0,,,1929.0,2.0,2.0
132698,6.0,2.0,4.0,2682.0,2.0,2.0
132699,5.0,2.0,4.0,1796.0,2.0,3.0
132700,6.0,2.0,4.0,2500.0,2.0,1.0
132701,,,,,,
132702,4.0,2.0,2.0,1131.0,2.0,3.0
132703,3.0,,,525.0,2.0,6.0
132704,3.0,2.0,2.0,700.0,2.0,3.0
132705,3.0,4.0,2.0,541.0,2.0,3.0
132706,2.0,2.0,2.0,377.0,2.0,4.0
132707,4.0,2.0,4.0,1400.0,2.0,2.0
132708,3.0,4.0,2.0,650.0,2.0,2.0
132709,4.0,2.0,4.0,1576.0,2.0,1.0
132710,2.0,,,250.0,2.0,1.0
132711,4.0,,,1322.0,2.0,4.0
132712,4.0,2.0,2.0,1050.0,2.0,3.0
132713,3.0,2.0,2.0,560.0,2.0,3.0
132714,4.0,4.0,2.0,1150.0,2.0,2.0
132715,0.0,4.0,2.0,0.0,2.0,1.0
132716,3.0,2.0,2.0,666.0,2.0,3.0
132717,4.0,2.0,2.0,1125.0,2.0,4.0
132718,3.0,,,750.0,2.0,2.0
132719,4.0,2.0,2.0,912.0,2.0,3.0
132720,4.0,4.0,2.0,1300.0,2.0,1.0
132721,2.0,4.0,2.0,333.0,2.0,2.0
132722,3.0,2.0,2.0,550.0,2.0,4.0
132723,5.0,2.0,2.0,1700.0,2.0,2.0
132724,2.0,,,242.0,2.0,6.0
132725,4.0,2.0,2.0,1166.0,2.0,3.0
132726,,,,,,
132727,4.0,4.0,2.0,829.0,2.0,6.0
132728,4.0,2.0,4.0,1144.0,2.0,2.0
132729,3.0,4.0,2.0,788.0,2.0,1.0
132730,4.0,2.0,2.0,1144.0,2.0,2.0
132731,4.0,,,1288.0,2.0,2.0
132732,4.0,2.0,2.0,1500.0,2.0,2.0
132733,3.0,4.0,2.0,666.0,2.0,2.0
132734,4.0,,,925.0,2.0,3.0
132735,3.0,2.0,2.0,737.0,2.0,4.0
132736,4.0,2.0,2.0,894.0,2.0,5.0
132737,3.0,2.0,4.0,566.0,2.0,3.0
132738,5.0,2.0,2.0,2100.0,2.0,2.0
132739,7.0,2.0,2.0,4900.0,2.0,2.0
132740,4.0,,,1182.0,2.0,2.0
132741,,,,,,
132742,7.0,2.0,2.0,7000.0,2.0,1.0
132743,3.0,,,788.0,4.0,1.0
132744,3.0,2.0,4.0,666.0,2.0,3.0
132745,4.0,2.0,2.0,1266.0,2.0,2.0
132746,2.0,,,394.0,2.0,2.0
132747,4.0,2.0,2.0,1000.0,2.0,2.0
132748,4.0,2.0,2.0,1500.0,2.0,2.0
132749,7.0,2.0,2.0,4500.0,2.0,1.0
132750,4.0,2.0,2.0,1262.0,2.0,2.0
132751,5.0,2.0,2.0,2350.0,2.0,2.0
132752,4.0,,,844.0,2.0,2.0
132753,4.0,2.0,2.0,1300.0,2.0,1.0
132754,3.0,2.0,4.0,500.0,2.0,3.0
132755,3.0,2.0,4.0,492.0,2.0,3.0
132756,4.0,,,1500.0,2.0,1.0
132757,3.0,2.0,4.0,650.0,2.0,2.0
132758,3.0,2.0,2.0,788.0,2.0,2.0
132759,5.0,,,1800.0,2.0,2.0
132760,2.0,2.0,2.0,394.0,2.0,4.0
132761,1.0,,,100.0,2.0,2.0
132762,3.0,2.0,2.0,647.0,2.0,4.0
132763,7.0,2.0,2.0,9000.0,2.0,1.0
132764,3.0,2.0,2.0,533.0,2.0,2.0
132765,4.0,2.0,2.0,900.0,2.0,2.0
132766,5.0,2.0,2.0,2333.0,2.0,3.0
132767,2.0,2.0,2.0,250.0,2.0,3.0
132768,3.0,2.0,2.0,622.0,2.0,5.0
132769,2.0,4.0,2.0,296.0,2.0,3.0
132770,1.0,,,140.0,2.0,4.0
132771,3.0,,,788.0,2.0,1.0
132772,3.0,2.0,2.0,694.0,2.0,4.0
132773,4.0,2.0,2.0,915.0,2.0,4.0
132774,,,,,,
132775,1.0,,,175.0,2.0,2.0
132776,4.0,2.0,2.0,1000.0,2.0,2.0
132777,3.0,2.0,2.0,500.0,2.0,2.0
132778,4.0,,,900.0,2.0,1.0
132779,5.0,2.0,2.0,1725.0,2.0,2.0
132780,4.0,2.0,2.0,1000.0,2.0,3.0
132781,3.0,2.0,2.0,526.0,2.0,3.0
132782,99.0,,,999999999999.0,2.0,2.0
132783,3.0,,,762.0,2.0,2.0
132784,4.0,2.0,2.0,866.0,2.0,3.0
132785,3.0,2.0,2.0,540.0,2.0,4.0
132786,5.0,,,2000.0,2.0,2.0
132787,4.0,4.0,2.0,1200.0,2.0,4.0
132788,4.0,2.0,2.0,1129.0,2.0,3.0
132789,1.0,,,172.0,2.0,4.0
132790,3.0,,,650.0,2.0,2.0
132791,3.0,,,557.0,2.0,5.0
132792,4.0,,,994.0,2.0,2.0
132793,3.0,,,700.0,2.0,2.0
132794,4.0,,,869.0,2.0,2.0
132795,,,,,,
132796,,,,,,
132797,,,,,,
132798,,,,,,
132799,3.0,,,508.0,2.0,4.0
132800,4.0,2.0,2.0,872.0,2.0,3.0
132801,3.0,2.0,4.0,605.0,2.0,2.0
132802,2.0,,,260.0,2.0,5.0
132803,4.0,,,1329.0,2.0,3.0
132804,4.0,,,1388.0,2.0,2.0
132805,3.0,4.0,2.0,400.0,2.0,3.0
132806,2.0,,,394.0,4.0,2.0
132807,4.0,,,894.0,2.0,2.0
132808,2.0,,,366.0,2.0,2.0
132809,3.0,2.0,2.0,543.0,2.0,3.0
132810,4.0,2.0,2.0,888.0,2.0,1.0
132811,3.0,,,504.0,2.0,2.0
132812,3.0,,,788.0,2.0,2.0
132813,4.0,,,994.0,2.0,2.0
132814,5.0,2.0,2.0,1682.0,2.0,2.0
132815,3.0,2.0,2.0,750.0,2.0,5.0
132816,3.0,,,587.0,2.0,5.0
132817,,,,,,
132818,2.0,,,312.0,2.0,2.0
132819,3.0,,,788.0,4.0,1.0
132820,2.0,,,270.0,2.0,1.0
132821,4.0,,,1000.0,2.0,1.0
132822,,,,,,
132823,2.0,2.0,2.0,300.0,2.0,4.0
132824,,,,,,
132825,4.0,2.0,4.0,894.0,2.0,2.0
132826,4.0,2.0,2.0,1400.0,2.0,3.0
132827,0.0,4.0,2.0,0.0,2.0,2.0
132828,99.0,4.0,2.0,999999999999.0,2.0,5.0
132829,2.0,,,233.0,4.0,2.0
132830,,,,,,
132831,,,,,,
132832,,,,,,
132833,5.0,2.0,2.0,2350.0,2.0,2.0
132834,4.0,4.0,2.0,1000.0,2.0,2.0
132835,0.0,,,0.0,2.0,1.0
132836,5.0,2.0,2.0,2250.0,2.0,2.0
132837,5.0,2.0,4.0,1645.0,2.0,2.0
132838,4.0,4.0,2.0,1000.0,2.0,1.0
132839,,,,,,
132840,6.0,2.0,2.0,2500.0,2.0,1.0
132841,4.0,2.0,4.0,1043.0,2.0,2.0
132842,4.0,2.0,2.0,1250.0,2.0,1.0
132843,4.0,,,1100.0,2.0,1.0
132844,,,,,,
132845,99.0,,,999999999999.0,2.0,2.0
132846,,,,,,
132847,4.0,,,944.0,2.0,2.0
132848,4.0,4.0,2.0,937.0,2.0,2.0
132849,4.0,2.0,2.0,1172.0,2.0,4.0
132850,,,,,,
132851,4.0,,,1500.0,2.0,2.0
132852,5.0,,,1790.0,2.0,2.0
132853,1.0,,,122.0,2.0,8.0
132854,2.0,,,394.0,2.0,2.0
132855,1.0,,,100.0,2.0,1.0
132856,4.0,,,1484.0,2.0,2.0
132857,2.0,,,300.0,2.0,3.0
132858,,,,,,
132859,4.0,2.0,4.0,966.0,2.0,2.0
132860,4.0,2.0,2.0,830.0,2.0,5.0
132861,,,,,,
132862,4.0,2.0,2.0,866.0,2.0,3.0
132863,6.0,,,2788.0,2.0,1.0
132864,4.0,2.0,2.0,1500.0,2.0,3.0
132865,4.0,,,1044.0,2.0,2.0
132866,4.0,2.0,2.0,1400.0,2.0,3.0
132867,4.0,,,1100.0,2.0,2.0
132868,3.0,,,788.0,4.0,1.0
132869,4.0,4.0,2.0,1000.0,2.0,3.0
132870,4.0,,,789.0,2.0,1.0
132871,4.0,,,869.0,2.0,2.0
132872,3.0,2.0,2.0,719.0,2.0,5.0
132873,6.0,2.0,2.0,2650.0,2.0,2.0
132874,6.0,2.0,2.0,2500.0,2.0,3.0
132875,7.0,2.0,2.0,5437.0,2.0,4.0
132876,7.0,2.0,4.0,4000.0,2.0,2.0
132877,4.0,2.0,2.0,1565.0,2.0,2.0
132878,,,,,,
132879,5.0,2.0,2.0,1866.0,2.0,3.0
132880,4.0,2.0,2.0,1225.0,2.0,4.0
132881,3.0,,,530.0,2.0,1.0
132882,4.0,4.0,2.0,1466.0,2.0,3.0
132883,5.0,,,1638.0,4.0,1.0
132884,3.0,,,788.0,2.0,1.0
132885,3.0,2.0,2.0,550.0,2.0,3.0
132886,4.0,4.0,2.0,1000.0,2.0,2.0
132887,7.0,,,5300.0,2.0,1.0
132888,4.0,4.0,2.0,800.0,2.0,2.0
132889,,,,,,
132890,4.0,2.0,4.0,996.0,2.0,3.0
132891,1.0,,,150.0,2.0,2.0
132892,4.0,2.0,4.0,1000.0,2.0,2.0
132893,0.0,,,0.0,2.0,3.0
132894,99.0,2.0,2.0,999999999999.0,2.0,3.0
132895,3.0,,,525.0,2.0,3.0
132896,4.0,2.0,2.0,850.0,2.0,4.0
132897,2.0,4.0,2.0,262.0,2.0,1.0
132898,1.0,,,155.0,2.0,6.0
132899,,,,,,
132900,4.0,4.0,2.0,816.0,2.0,2.0
132901,,,,,,
132902,3.0,4.0,2.0,433.0,2.0,2.0
132903,3.0,,,706.0,2.0,2.0
132904,4.0,2.0,4.0,872.0,2.0,4.0
132905,5.0,4.0,2.0,1783.0,2.0,5.0
132906,2.0,,,262.0,2.0,3.0
132907,3.0,4.0,2.0,442.0,2.0,2.0
132908,2.0,2.0,2.0,320.0,2.0,3.0
132909,,,,,,
132910,,,,,,
132911,2.0,2.0,2.0,262.0,2.0,3.0
132912,3.0,4.0,2.0,788.0,2.0,3.0
132913,2.0,4.0,2.0,394.0,2.0,2.0
132914,5.0,4.0,2.0,2338.0,2.0,2.0
132915,3.0,2.0,2.0,542.0,2.0,2.0
132916,,,,,,
132917,4.0,4.0,2.0,1200.0,2.0,2.0
132918,6.0,2.0,2.0,3000.0,2.0,2.0
132919,,,,,,
132920,3.0,2.0,2.0,550.0,2.0,2.0
132921,4.0,4.0,2.0,862.0,2.0,3.0
132922,7.0,4.0,2.0,4000.0,2.0,1.0
132923,4.0,2.0,2.0,1576.0,2.0,1.0
132924,4.0,4.0,2.0,1073.0,2.0,3.0
132925,4.0,2.0,2.0,1197.0,2.0,4.0
132926,3.0,4.0,2.0,700.0,2.0,4.0
132927,5.0,,,1600.0,2.0,1.0
132928,4.0,4.0,2.0,985.0,2.0,4.0
132929,,,,,,
132930,1.0,,,145.0,2.0,4.0
132931,3.0,2.0,2.0,675.0,2.0,3.0
132932,5.0,,,2288.0,4.0,1.0
132933,,,,,,
132934,3.0,,,700.0,2.0,2.0
132935,,,,,,
132936,5.0,,,1600.0,2.0,1.0
132937,4.0,2.0,2.0,1450.0,2.0,2.0
132938,4.0,2.0,2.0,1200.0,2.0,3.0
132939,99.0,2.0,4.0,999999999999.0,2.0,2.0
132940,4.0,2.0,2.0,1100.0,2.0,2.0
132941,6.0,,,2690.0,2.0,1.0
132942,4.0,4.0,2.0,1250.0,2.0,2.0
132943,3.0,,,500.0,2.0,2.0
132944,2.0,,,335.0,2.0,2.0
132945,3.0,4.0,2.0,788.0,2.0,2.0
132946,4.0,2.0,2.0,1175.0,2.0,3.0
132947,4.0,,,833.0,2.0,3.0
132948,3.0,,,788.0,2.0,1.0
132949,2.0,4.0,2.0,394.0,2.0,2.0
132950,2.0,,,275.0,2.0,2.0
132951,3.0,2.0,4.0,500.0,2.0,1.0
132952,5.0,,,1750.0,2.0,2.0
132953,4.0,,,1000.0,2.0,2.0
132954,,,,,,
132955,,,,,,
132956,,,,,,
132957,3.0,4.0,2.0,554.0,2.0,4.0
132958,,,,,,
132959,,,,,,
132960,4.0,2.0,2.0,1066.0,2.0,2.0
132961,4.0,2.0,2.0,925.0,2.0,2.0
132962,99.0,2.0,2.0,999999999999.0,2.0,2.0
132963,3.0,4.0,2.0,500.0,2.0,2.0
132964,4.0,2.0,2.0,822.0,2.0,4.0
132965,4.0,,,1199.0,2.0,2.0
132966,4.0,2.0,2.0,1200.0,2.0,3.0
132967,4.0,4.0,2.0,1000.0,2.0,1.0
132968,3.0,2.0,2.0,600.0,2.0,2.0
132969,3.0,,,726.0,2.0,2.0
132970,3.0,,,675.0,2.0,2.0
132971,4.0,2.0,2.0,950.0,2.0,3.0
132972,3.0,2.0,2.0,545.0,2.0,4.0
132973,1.0,4.0,2.0,190.0,2.0,1.0
132974,5.0,2.0,2.0,1850.0,2.0,2.0
132975,6.0,2.0,2.0,2533.0,2.0,3.0
132976,4.0,2.0,2.0,1333.0,2.0,2.0
132977,5.0,4.0,2.0,1833.0,2.0,2.0
132978,3.0,2.0,2.0,625.0,2.0,3.0
132979,3.0,4.0,2.0,750.0,2.0,2.0
132980,,,,,,
132981,3.0,2.0,2.0,484.0,2.0,4.0
132982,3.0,2.0,2.0,633.0,2.0,2.0
132983,,,,,,
132984,3.0,2.0,2.0,644.0,2.0,6.0
132985,4.0,4.0,2.0,800.0,2.0,1.0
132986,4.0,2.0,2.0,1213.0,2.0,2.0
132987,3.0,2.0,2.0,650.0,2.0,2.0
132988,4.0,4.0,2.0,1120.0,2.0,5.0
132989,3.0,2.0,2.0,537.0,2.0,4.0
132990,2.0,,,295.0,2.0,2.0
132991,4.0,4.0,2.0,1029.0,2.0,3.0
132992,3.0,,,788.0,2.0,1.0
132993,3.0,,,540.0,2.0,5.0
132994,,,,,,
132995,4.0,4.0,2.0,900.0,2.0,1.0
132996,4.0,,,1000.0,2.0,2.0
132997,6.0,2.0,2.0,2800.0,2.0,4.0
132998,3.0,2.0,2.0,440.0,2.0,3.0
132999,3.0,,,596.0,2.0,2.0
133000,3.0,,,788.0,2.0,1.0
133001,4.0,2.0,2.0,929.0,2.0,3.0
133002,4.0,,,1162.0,2.0,3.0
133003,3.0,4.0,4.0,658.0,2.0,5.0
133004,,,,,,
133005,4.0,,,800.0,2.0,1.0
133006,4.0,,,1067.0,2.0,2.0
133007,4.0,,,1250.0,2.0,2.0
133008,,,,,,
133009,,,,,,
133010,4.0,2.0,2.0,1530.0,2.0,2.0
133011,0.0,,,0.0,2.0,1.0
133012,3.0,2.0,4.0,547.0,2.0,4.0
133013,5.0,2.0,2.0,1929.0,2.0,3.0
133014,4.0,2.0,4.0,900.0,2.0,2.0
133015,4.0,2.0,2.0,1050.0,2.0,2.0
133016,,,,,,
133017,7.0,2.0,2.0,5000.0,2.0,1.0
133018,5.0,2.0,2.0,1825.0,2.0,4.0
133019,4.0,,,1500.0,2.0,2.0
133020,3.0,2.0,2.0,446.0,2.0,3.0
133021,2.0,,,391.0,2.0,3.0
133022,,,,,,
133023,6.0,2.0,2.0,3596.0,2.0,3.0
133024,3.0,4.0,2.0,788.0,2.0,1.0
133025,,,,,,
133026,5.0,2.0,2.0,2000.0,2.0,3.0
133027,,,,,,
133028,7.0,2.0,2.0,7500.0,2.0,2.0
133029,6.0,2.0,2.0,2544.0,2.0,2.0
133030,4.0,2.0,4.0,866.0,2.0,2.0
133031,,,,,,
133032,2.0,,,262.0,2.0,3.0
133033,5.0,2.0,4.0,2000.0,2.0,1.0
133034,5.0,2.0,2.0,1583.0,2.0,3.0
133035,5.0,,,2200.0,2.0,1.0
133036,6.0,2.0,2.0,2666.0,2.0,3.0
133037,5.0,2.0,4.0,1600.0,2.0,1.0
133038,7.0,2.0,4.0,12000.0,2.0,2.0
133039,7.0,2.0,2.0,25000.0,2.0,2.0
133040,3.0,4.0,2.0,472.0,2.0,4.0
133041,5.0,,,2100.0,2.0,1.0
133042,3.0,4.0,2.0,567.0,2.0,2.0
133043,4.0,,,950.0,2.0,2.0
133044,3.0,,,788.0,2.0,2.0
133045,1.0,,,53.0,2.0,6.0
133046,,,,,,
133047,4.0,2.0,2.0,1200.0,2.0,2.0
133048,3.0,2.0,2.0,769.0,2.0,3.0
133049,3.0,,,788.0,2.0,1.0
133050,3.0,,,788.0,2.0,1.0
133051,5.0,2.0,4.0,1800.0,2.0,1.0
133052,3.0,2.0,4.0,788.0,2.0,1.0
133053,2.0,4.0,2.0,394.0,2.0,4.0
133054,4.0,2.0,2.0,1033.0,2.0,2.0
133055,,,,,,
133056,2.0,2.0,4.0,327.0,2.0,2.0
133057,2.0,4.0,2.0,216.0,2.0,7.0
133058,3.0,4.0,2.0,650.0,2.0,2.0
133059,2.0,2.0,2.0,308.0,2.0,3.0
133060,3.0,2.0,2.0,621.0,2.0,2.0
133061,4.0,2.0,2.0,1156.0,2.0,2.0
133062,2.0,,,262.0,2.0,3.0
133063,3.0,2.0,2.0,415.0,2.0,2.0
133064,1.0,,,166.0,2.0,2.0
133065,2.0,,,200.0,4.0,1.0
133066,3.0,,,788.0,2.0,1.0
133067,3.0,,,788.0,2.0,1.0
133068,,,,,,
133069,2.0,4.0,2.0,320.0,2.0,2.0
133070,4.0,,,894.0,2.0,2.0
133071,4.0,,,1200.0,2.0,1.0
133072,3.0,4.0,2.0,557.0,2.0,4.0
133073,3.0,,,433.0,2.0,3.0
133074,3.0,,,500.0,2.0,2.0
133075,5.0,4.0,2.0,1831.0,2.0,3.0
133076,4.0,,,970.0,2.0,2.0
133077,2.0,,,262.0,2.0,3.0
133078,3.0,,,788.0,2.0,1.0
133079,3.0,,,788.0,2.0,1.0
133080,4.0,,,1182.0,2.0,2.0
133081,3.0,4.0,2.0,617.0,2.0,3.0
133082,,,,,,
133083,3.0,2.0,2.0,600.0,2.0,3.0
133084,,,,,,
133085,4.0,2.0,2.0,1150.0,2.0,4.0
133086,7.0,2.0,4.0,4500.0,2.0,2.0
133087,4.0,,,1094.0,2.0,2.0
133088,7.0,2.0,2.0,4500.0,2.0,2.0
133089,3.0,4.0,2.0,550.0,2.0,1.0
133090,,,,,,
133091,3.0,,,440.0,2.0,2.0
133092,6.0,2.0,2.0,3226.0,2.0,3.0
133093,7.0,,,5500.0,2.0,1.0
133094,7.0,2.0,2.0,4237.0,2.0,5.0
133095,4.0,,,1500.0,2.0,2.0
133096,,,,,,
133097,4.0,2.0,2.0,1544.0,2.0,2.0
133098,3.0,,,788.0,2.0,2.0
133099,3.0,2.0,4.0,750.0,2.0,2.0
133100,4.0,,,1576.0,4.0,1.0
133101,4.0,2.0,4.0,950.0,2.0,2.0
133102,4.0,,,950.0,2.0,2.0
133103,4.0,2.0,4.0,1162.0,2.0,3.0
133104,6.0,,,2600.0,2.0,2.0
133105,4.0,4.0,2.0,1192.0,2.0,3.0
133106,99.0,4.0,2.0,999999999999.0,2.0,3.0
133107,5.0,2.0,2.0,1800.0,2.0,2.0
133108,5.0,2.0,2.0,2022.0,2.0,4.0
133109,2.0,,,394.0,2.0,2.0
133110,7.0,2.0,2.0,5000.0,2.0,2.0
133111,4.0,,,1576.0,2.0,1.0
133112,,,,,,
133113,3.0,2.0,4.0,600.0,2.0,2.0
133114,5.0,2.0,2.0,2100.0,2.0,2.0
133115,5.0,2.0,2.0,1597.0,2.0,5.0
133116,4.0,,,813.0,2.0,2.0
133117,3.0,4.0,2.0,770.0,2.0,4.0
133118,6.0,,,2650.0,2.0,1.0
133119,4.0,,,938.0,4.0,2.0
