,Faixa do rendimento mensal domiciliar per capita ,Para acessar a Internet utiliza-se microcomputador,Para acessar a Internet utiliza-se telefone celular,Rendimento mensal domiciliar per capita ,Tem telefone movel celular,Total de moradores de 10 anos ou mais
62286,4.0,,,908.0,2.0,2.0
62287,4.0,2.0,2.0,1350.0,2.0,2.0
62288,7.0,2.0,2.0,6000.0,2.0,2.0
62289,,,,,,
62290,,,,,,
62291,5.0,2.0,2.0,1762.0,2.0,3.0
62292,4.0,2.0,2.0,1096.0,2.0,3.0
62293,6.0,2.0,2.0,3250.0,2.0,2.0
62294,1.0,,,109.0,2.0,1.0
62295,,,,,,
62296,3.0,,,700.0,2.0,2.0
62297,3.0,,,788.0,4.0,1.0
62298,,,,,,
62299,,,,,,
62300,5.0,2.0,2.0,1600.0,2.0,3.0
62301,,,,,,
62302,,,,,,
62303,,,,,,
62304,3.0,2.0,2.0,405.0,2.0,3.0
62305,,,,,,
62306,,,,,,
62307,4.0,2.0,2.0,1266.0,2.0,2.0
62308,,,,,,
62309,,,,,,
62310,4.0,2.0,2.0,1025.0,2.0,4.0
62311,5.0,,,2000.0,2.0,1.0
62312,4.0,4.0,2.0,1025.0,2.0,3.0
62313,3.0,2.0,2.0,689.0,2.0,1.0
62314,4.0,,,860.0,2.0,1.0
62315,1.0,2.0,2.0,150.0,2.0,3.0
62316,1.0,4.0,2.0,79.0,2.0,1.0
62317,,,,,,
62318,,,,,,
62319,4.0,4.0,2.0,800.0,2.0,1.0
62320,1.0,4.0,2.0,93.0,2.0,2.0
62321,4.0,2.0,2.0,1025.0,2.0,2.0
62322,4.0,,,819.0,4.0,2.0
62323,,,,,,
62324,,,,,,
62325,2.0,2.0,2.0,327.0,2.0,6.0
62326,2.0,4.0,2.0,362.0,2.0,3.0
62327,4.0,,,942.0,4.0,1.0
62328,,,,,,
62329,3.0,2.0,2.0,625.0,2.0,4.0
62330,2.0,4.0,2.0,346.0,2.0,2.0
62331,3.0,,,788.0,4.0,2.0
62332,2.0,,,260.0,2.0,3.0
62333,3.0,2.0,2.0,450.0,2.0,2.0
62334,,,,,,
62335,2.0,,,316.0,2.0,2.0
62336,3.0,2.0,2.0,607.0,2.0,3.0
62337,3.0,,,500.0,2.0,1.0
62338,4.0,,,825.0,2.0,4.0
62339,1.0,,,40.0,2.0,1.0
62340,4.0,,,800.0,2.0,1.0
62341,2.0,2.0,2.0,394.0,2.0,2.0
62342,1.0,,,197.0,2.0,4.0
62343,2.0,4.0,2.0,250.0,2.0,4.0
62344,5.0,,,1900.0,2.0,1.0
62345,,,,,,
62346,,,,,,
62347,3.0,2.0,2.0,600.0,2.0,2.0
62348,4.0,2.0,2.0,827.0,2.0,4.0
62349,6.0,2.0,2.0,2700.0,2.0,5.0
62350,2.0,,,262.0,2.0,2.0
62351,1.0,,,66.0,2.0,3.0
62352,4.0,,,844.0,2.0,2.0
62353,4.0,,,1144.0,2.0,2.0
62354,3.0,2.0,2.0,646.0,2.0,2.0
62355,3.0,,,596.0,2.0,2.0
62356,2.0,,,394.0,4.0,2.0
62357,3.0,,,788.0,2.0,1.0
62358,3.0,2.0,2.0,788.0,2.0,3.0
62359,3.0,,,788.0,2.0,2.0
62360,,,,,,
62361,3.0,,,612.0,2.0,4.0
62362,2.0,,,318.0,2.0,1.0
62363,2.0,2.0,2.0,264.0,2.0,2.0
62364,4.0,2.0,2.0,1262.0,2.0,3.0
62365,3.0,2.0,2.0,562.0,2.0,3.0
62366,2.0,2.0,2.0,394.0,2.0,2.0
62367,,,,,,
62368,,,,,,
62369,3.0,2.0,2.0,662.0,2.0,2.0
62370,3.0,2.0,2.0,600.0,2.0,3.0
62371,4.0,4.0,2.0,900.0,2.0,1.0
62372,5.0,2.0,2.0,2000.0,2.0,2.0
62373,3.0,,,788.0,4.0,1.0
62374,1.0,4.0,4.0,100.0,2.0,3.0
62375,4.0,2.0,2.0,1160.0,2.0,2.0
62376,6.0,,,2820.0,2.0,1.0
62377,3.0,,,788.0,2.0,1.0
62378,1.0,2.0,2.0,197.0,2.0,2.0
62379,,,,,,
62380,,,,,,
62381,2.0,2.0,2.0,333.0,2.0,2.0
62382,2.0,4.0,2.0,370.0,2.0,3.0
62383,3.0,4.0,2.0,430.0,2.0,3.0
62384,6.0,2.0,2.0,2933.0,2.0,2.0
62385,3.0,4.0,2.0,411.0,2.0,3.0
62386,2.0,,,320.0,2.0,2.0
62387,,,,,,
62388,3.0,4.0,2.0,422.0,2.0,2.0
62389,4.0,4.0,2.0,1000.0,2.0,2.0
62390,4.0,,,894.0,2.0,2.0
62391,2.0,,,362.0,2.0,3.0
62392,,,,,,
62393,2.0,2.0,4.0,255.0,2.0,2.0
62394,4.0,,,1325.0,2.0,4.0
62395,4.0,2.0,2.0,816.0,2.0,3.0
62396,5.0,2.0,2.0,1850.0,2.0,2.0
62397,3.0,2.0,2.0,600.0,2.0,2.0
62398,3.0,4.0,2.0,600.0,2.0,3.0
62399,7.0,2.0,2.0,6500.0,2.0,1.0
62400,1.0,4.0,4.0,197.0,2.0,4.0
62401,3.0,,,788.0,2.0,1.0
62402,4.0,,,1576.0,2.0,1.0
62403,3.0,2.0,2.0,483.0,2.0,5.0
62404,3.0,2.0,2.0,729.0,2.0,3.0
62405,2.0,4.0,2.0,283.0,2.0,3.0
62406,1.0,4.0,2.0,123.0,2.0,2.0
62407,3.0,,,544.0,2.0,2.0
62408,1.0,,,120.0,2.0,4.0
62409,3.0,2.0,2.0,644.0,2.0,4.0
62410,3.0,4.0,2.0,621.0,2.0,7.0
62411,4.0,4.0,2.0,1150.0,2.0,2.0
62412,,,,,,
62413,4.0,2.0,2.0,1096.0,2.0,3.0
62414,3.0,2.0,2.0,633.0,2.0,2.0
62415,4.0,2.0,2.0,888.0,2.0,2.0
62416,4.0,2.0,2.0,1034.0,2.0,5.0
62417,4.0,2.0,2.0,1025.0,2.0,3.0
62418,6.0,2.0,2.0,2510.0,2.0,1.0
62419,4.0,2.0,2.0,1240.0,2.0,3.0
62420,4.0,2.0,2.0,1119.0,2.0,2.0
62421,4.0,2.0,2.0,790.0,2.0,2.0
62422,3.0,4.0,2.0,500.0,2.0,2.0
62423,4.0,2.0,2.0,937.0,2.0,4.0
62424,3.0,2.0,2.0,550.0,2.0,2.0
62425,3.0,2.0,2.0,772.0,2.0,4.0
62426,4.0,2.0,2.0,1156.0,2.0,2.0
62427,5.0,2.0,2.0,1958.0,2.0,6.0
62428,3.0,4.0,2.0,531.0,2.0,5.0
62429,2.0,4.0,2.0,274.0,2.0,2.0
62430,4.0,2.0,2.0,929.0,2.0,2.0
62431,4.0,,,1182.0,2.0,2.0
62432,4.0,2.0,2.0,1123.0,2.0,3.0
62433,4.0,2.0,2.0,933.0,2.0,3.0
62434,4.0,2.0,2.0,961.0,2.0,3.0
62435,3.0,2.0,2.0,480.0,2.0,2.0
62436,4.0,2.0,2.0,1025.0,2.0,1.0
62437,3.0,2.0,2.0,490.0,2.0,5.0
62438,4.0,2.0,2.0,1034.0,2.0,5.0
62439,3.0,4.0,2.0,471.0,2.0,3.0
62440,3.0,2.0,2.0,658.0,2.0,3.0
62441,4.0,2.0,2.0,1433.0,2.0,2.0
62442,4.0,4.0,2.0,980.0,2.0,1.0
62443,4.0,2.0,2.0,1294.0,2.0,2.0
62444,4.0,2.0,2.0,847.0,2.0,4.0
62445,3.0,,,519.0,2.0,1.0
62446,2.0,2.0,2.0,266.0,2.0,3.0
62447,3.0,,,617.0,2.0,4.0
62448,4.0,,,1025.0,2.0,2.0
62449,5.0,,,1888.0,2.0,1.0
62450,3.0,2.0,2.0,558.0,2.0,3.0
62451,3.0,,,788.0,2.0,2.0
62452,2.0,4.0,2.0,217.0,2.0,3.0
62453,3.0,,,594.0,2.0,2.0
62454,4.0,,,929.0,2.0,3.0
62455,3.0,2.0,2.0,776.0,2.0,3.0
62456,2.0,,,258.0,2.0,6.0
62457,4.0,2.0,2.0,1166.0,2.0,2.0
62458,3.0,4.0,2.0,537.0,2.0,4.0
62459,,,,,,
62460,4.0,2.0,2.0,1000.0,2.0,2.0
62461,,,,,,
62462,3.0,,,525.0,2.0,3.0
62463,2.0,,,234.0,2.0,4.0
62464,3.0,,,788.0,2.0,1.0
62465,3.0,2.0,2.0,440.0,2.0,5.0
62466,3.0,2.0,2.0,744.0,2.0,4.0
62467,3.0,4.0,2.0,622.0,2.0,4.0
62468,2.0,4.0,2.0,366.0,2.0,3.0
62469,4.0,2.0,2.0,1037.0,2.0,5.0
62470,4.0,,,1119.0,2.0,2.0
62471,3.0,4.0,2.0,475.0,2.0,4.0
62472,5.0,2.0,2.0,2220.0,2.0,2.0
62473,,,,,,
62474,2.0,,,277.0,2.0,1.0
62475,2.0,2.0,2.0,300.0,2.0,3.0
62476,4.0,,,1350.0,2.0,2.0
62477,3.0,4.0,2.0,456.0,2.0,3.0
62478,3.0,,,766.0,2.0,2.0
62479,1.0,2.0,4.0,176.0,2.0,3.0
62480,3.0,2.0,2.0,500.0,2.0,3.0
62481,5.0,2.0,4.0,1591.0,2.0,1.0
62482,4.0,4.0,2.0,794.0,2.0,2.0
62483,2.0,,,380.0,2.0,2.0
62484,3.0,,,459.0,2.0,3.0
62485,3.0,2.0,2.0,596.0,2.0,3.0
62486,1.0,2.0,4.0,37.0,2.0,2.0
62487,3.0,2.0,2.0,619.0,2.0,4.0
62488,,,,,,
62489,3.0,2.0,2.0,545.0,2.0,4.0
62490,,,,,,
62491,1.0,,,57.0,2.0,2.0
62492,4.0,4.0,2.0,1333.0,2.0,3.0
62493,,,,,,
62494,3.0,4.0,2.0,662.0,2.0,3.0
62495,4.0,,,1576.0,2.0,1.0
62496,3.0,,,644.0,2.0,2.0
62497,4.0,,,910.0,2.0,2.0
62498,3.0,2.0,2.0,422.0,2.0,3.0
62499,3.0,,,788.0,2.0,1.0
62500,3.0,2.0,2.0,733.0,2.0,3.0
62501,4.0,,,1144.0,2.0,2.0
62502,3.0,2.0,2.0,596.0,2.0,3.0
62503,,,,,,
62504,4.0,2.0,2.0,1000.0,2.0,4.0
62505,,,,,,
62506,3.0,2.0,2.0,616.0,2.0,2.0
62507,,,,,,
62508,4.0,4.0,2.0,1200.0,2.0,1.0
62509,4.0,4.0,2.0,1333.0,2.0,2.0
62510,4.0,2.0,2.0,1300.0,2.0,2.0
62511,3.0,2.0,2.0,422.0,2.0,4.0
62512,4.0,4.0,2.0,1120.0,2.0,1.0
62513,3.0,,,432.0,2.0,2.0
62514,3.0,4.0,2.0,422.0,2.0,4.0
62515,4.0,2.0,2.0,1100.0,2.0,3.0
62516,3.0,4.0,2.0,474.0,2.0,2.0
62517,7.0,2.0,2.0,4375.0,2.0,4.0
62518,,,,,,
62519,3.0,2.0,2.0,788.0,2.0,1.0
62520,,,,,,
62521,4.0,2.0,2.0,916.0,2.0,3.0
62522,5.0,4.0,2.0,1703.0,2.0,1.0
62523,3.0,4.0,2.0,516.0,2.0,5.0
62524,4.0,2.0,2.0,1037.0,2.0,5.0
62525,3.0,4.0,2.0,500.0,2.0,2.0
62526,,,,,,
62527,4.0,2.0,2.0,1067.0,2.0,4.0
62528,3.0,2.0,2.0,788.0,2.0,1.0
62529,3.0,2.0,2.0,562.0,2.0,3.0
62530,3.0,,,525.0,2.0,2.0
62531,3.0,2.0,4.0,550.0,2.0,2.0
62532,4.0,4.0,2.0,800.0,2.0,1.0
62533,4.0,2.0,2.0,889.0,2.0,3.0
62534,3.0,4.0,2.0,570.0,2.0,5.0
62535,3.0,,,400.0,2.0,1.0
62536,2.0,,,338.0,2.0,2.0
62537,2.0,4.0,2.0,300.0,2.0,3.0
62538,3.0,4.0,2.0,788.0,2.0,2.0
62539,,,,,,
62540,4.0,,,1378.0,2.0,2.0
62541,3.0,4.0,2.0,425.0,2.0,2.0
62542,3.0,4.0,2.0,472.0,2.0,3.0
62543,2.0,4.0,2.0,287.0,2.0,2.0
62544,4.0,2.0,2.0,1238.0,2.0,4.0
62545,4.0,2.0,2.0,1300.0,2.0,3.0
62546,4.0,2.0,2.0,1205.0,2.0,3.0
62547,6.0,2.0,2.0,3333.0,2.0,2.0
62548,5.0,2.0,2.0,2333.0,2.0,3.0
62549,,,,,,
62550,5.0,2.0,2.0,2000.0,2.0,1.0
62551,7.0,2.0,2.0,4192.0,2.0,3.0
62552,6.0,2.0,2.0,3798.0,2.0,3.0
62553,7.0,2.0,2.0,7000.0,2.0,1.0
62554,4.0,2.0,2.0,1332.0,2.0,2.0
62555,6.0,2.0,2.0,3250.0,2.0,2.0
62556,6.0,2.0,2.0,3333.0,2.0,3.0
62557,7.0,4.0,2.0,6000.0,2.0,1.0
62558,5.0,2.0,2.0,2000.0,2.0,2.0
62559,1.0,2.0,2.0,162.0,2.0,4.0
62560,4.0,2.0,2.0,1250.0,2.0,2.0
62561,4.0,2.0,2.0,1223.0,2.0,4.0
62562,3.0,2.0,2.0,425.0,2.0,4.0
62563,,,,,,
62564,3.0,2.0,2.0,500.0,2.0,2.0
62565,4.0,2.0,2.0,1283.0,2.0,3.0
62566,4.0,2.0,2.0,1500.0,2.0,2.0
62567,4.0,4.0,2.0,1000.0,2.0,2.0
62568,4.0,2.0,2.0,900.0,2.0,3.0
62569,6.0,2.0,2.0,3100.0,2.0,1.0
62570,6.0,2.0,2.0,3500.0,2.0,2.0
62571,4.0,2.0,2.0,1016.0,2.0,3.0
62572,4.0,2.0,2.0,916.0,2.0,3.0
62573,4.0,4.0,2.0,1250.0,2.0,2.0
62574,5.0,2.0,2.0,1766.0,2.0,3.0
62575,4.0,2.0,2.0,1433.0,2.0,2.0
62576,5.0,,,2150.0,2.0,2.0
62577,,,,,,
62578,3.0,,,496.0,2.0,3.0
62579,,,,,,
62580,4.0,4.0,2.0,824.0,2.0,1.0
62581,,,,,,
62582,,,,,,
62583,2.0,4.0,2.0,375.0,2.0,2.0
62584,3.0,4.0,2.0,400.0,2.0,3.0
62585,3.0,2.0,2.0,400.0,2.0,2.0
62586,3.0,4.0,2.0,716.0,2.0,3.0
62587,,,,,,
62588,3.0,4.0,2.0,422.0,2.0,4.0
62589,4.0,2.0,2.0,1200.0,2.0,3.0
62590,,,,,,
62591,3.0,2.0,4.0,525.0,2.0,3.0
62592,3.0,4.0,2.0,729.0,2.0,3.0
62593,,,,,,
62594,4.0,2.0,2.0,1000.0,2.0,2.0
62595,4.0,2.0,2.0,1500.0,2.0,2.0
62596,3.0,,,788.0,4.0,1.0
62597,4.0,2.0,2.0,1009.0,2.0,3.0
62598,4.0,2.0,2.0,1300.0,2.0,3.0
62599,1.0,4.0,2.0,50.0,2.0,2.0
62600,4.0,2.0,2.0,1133.0,2.0,2.0
62601,2.0,4.0,2.0,200.0,2.0,2.0
62602,2.0,,,267.0,2.0,2.0
62603,2.0,4.0,2.0,319.0,2.0,2.0
62604,2.0,2.0,2.0,266.0,2.0,3.0
62605,,,,,,
62606,3.0,2.0,2.0,506.0,2.0,3.0
62607,2.0,,,350.0,2.0,1.0
62608,2.0,2.0,2.0,326.0,2.0,3.0
62609,1.0,,,166.0,2.0,3.0
62610,3.0,,,788.0,2.0,1.0
62611,3.0,2.0,2.0,625.0,2.0,3.0
62612,2.0,2.0,2.0,249.0,2.0,2.0
62613,3.0,2.0,2.0,492.0,2.0,4.0
62614,4.0,4.0,2.0,1038.0,2.0,3.0
62615,3.0,2.0,2.0,413.0,2.0,3.0
62616,2.0,4.0,2.0,272.0,2.0,3.0
62617,4.0,2.0,2.0,845.0,2.0,1.0
62618,2.0,4.0,2.0,225.0,2.0,4.0
62619,2.0,4.0,2.0,282.0,2.0,2.0
62620,3.0,,,689.0,2.0,3.0
62621,2.0,,,394.0,2.0,2.0
62622,,,,,,
62623,6.0,2.0,2.0,2975.0,2.0,1.0
62624,5.0,2.0,2.0,1650.0,2.0,4.0
62625,5.0,2.0,2.0,1600.0,2.0,2.0
62626,2.0,2.0,2.0,300.0,2.0,3.0
62627,4.0,2.0,2.0,866.0,2.0,3.0
62628,,,,,,
62629,6.0,2.0,2.0,2400.0,2.0,4.0
62630,4.0,2.0,2.0,819.0,2.0,3.0
62631,3.0,4.0,2.0,512.0,2.0,3.0
62632,,,,,,
62633,5.0,4.0,2.0,2000.0,2.0,1.0
62634,3.0,2.0,2.0,600.0,2.0,2.0
62635,4.0,,,1050.0,2.0,2.0
62636,3.0,2.0,2.0,516.0,2.0,3.0
62637,4.0,,,1100.0,2.0,2.0
62638,5.0,2.0,2.0,1633.0,2.0,3.0
62639,5.0,2.0,2.0,1747.0,2.0,4.0
62640,5.0,2.0,2.0,2275.0,2.0,4.0
62641,,,,,,
62642,4.0,2.0,2.0,1300.0,2.0,1.0
62643,6.0,2.0,2.0,3566.0,2.0,3.0
62644,4.0,2.0,2.0,1100.0,2.0,3.0
62645,4.0,2.0,2.0,825.0,2.0,2.0
62646,4.0,2.0,2.0,980.0,2.0,1.0
62647,,,,,,
62648,3.0,4.0,2.0,637.0,2.0,2.0
62649,4.0,,,810.0,2.0,1.0
62650,3.0,,,788.0,2.0,1.0
62651,2.0,4.0,2.0,276.0,2.0,5.0
62652,2.0,2.0,2.0,377.0,2.0,5.0
62653,3.0,4.0,2.0,475.0,2.0,2.0
62654,1.0,2.0,2.0,135.0,2.0,3.0
62655,3.0,,,744.0,2.0,2.0
62656,2.0,,,333.0,2.0,3.0
62657,,,,,,
62658,4.0,,,1000.0,2.0,1.0
62659,,,,,,
62660,2.0,,,336.0,2.0,5.0
62661,6.0,,,2500.0,2.0,1.0
62662,1.0,,,188.0,2.0,2.0
62663,2.0,,,315.0,2.0,4.0
62664,1.0,4.0,2.0,166.0,2.0,2.0
62665,5.0,,,2000.0,2.0,1.0
62666,3.0,4.0,2.0,500.0,2.0,3.0
62667,3.0,,,500.0,2.0,1.0
62668,5.0,4.0,2.0,1582.0,2.0,2.0
62669,2.0,4.0,2.0,350.0,2.0,1.0
62670,4.0,4.0,2.0,1182.0,2.0,1.0
62671,4.0,2.0,4.0,1033.0,2.0,3.0
62672,2.0,4.0,2.0,250.0,2.0,2.0
62673,4.0,,,889.0,2.0,5.0
62674,1.0,,,197.0,2.0,3.0
62675,3.0,4.0,2.0,788.0,2.0,1.0
62676,2.0,,,394.0,2.0,2.0
62677,,,,,,
62678,2.0,4.0,2.0,220.0,2.0,3.0
62679,3.0,,,600.0,2.0,1.0
62680,4.0,4.0,2.0,1000.0,2.0,2.0
62681,2.0,4.0,2.0,394.0,2.0,2.0
62682,,,,,,
62683,4.0,4.0,2.0,1200.0,2.0,1.0
62684,,,,,,
62685,2.0,4.0,2.0,242.0,2.0,3.0
62686,2.0,,,262.0,2.0,2.0
62687,3.0,,,769.0,2.0,3.0
62688,3.0,2.0,4.0,407.0,2.0,3.0
62689,,,,,,
62690,4.0,,,833.0,2.0,2.0
62691,2.0,,,312.0,2.0,3.0
62692,2.0,,,220.0,2.0,1.0
62693,4.0,,,1500.0,2.0,1.0
62694,3.0,,,591.0,2.0,3.0
62695,1.0,,,70.0,2.0,1.0
62696,,,,,,
62697,4.0,,,933.0,2.0,2.0
62698,4.0,,,1200.0,2.0,1.0
62699,3.0,,,788.0,2.0,1.0
62700,4.0,2.0,2.0,890.0,2.0,4.0
62701,3.0,2.0,4.0,756.0,2.0,3.0
62702,3.0,2.0,2.0,447.0,2.0,4.0
62703,1.0,4.0,2.0,66.0,2.0,3.0
62704,2.0,4.0,2.0,300.0,2.0,4.0
62705,4.0,4.0,2.0,1500.0,2.0,1.0
62706,3.0,2.0,2.0,529.0,2.0,3.0
62707,2.0,,,300.0,2.0,1.0
62708,4.0,,,1250.0,2.0,4.0
62709,3.0,,,788.0,4.0,1.0
62710,2.0,4.0,2.0,283.0,2.0,2.0
62711,3.0,2.0,2.0,760.0,2.0,4.0
62712,2.0,4.0,2.0,212.0,2.0,4.0
62713,2.0,4.0,2.0,370.0,2.0,4.0
62714,2.0,2.0,2.0,270.0,2.0,3.0
62715,4.0,2.0,2.0,1000.0,2.0,3.0
62716,4.0,2.0,2.0,1533.0,2.0,2.0
62717,3.0,4.0,2.0,400.0,2.0,3.0
62718,2.0,2.0,2.0,386.0,2.0,4.0
62719,3.0,2.0,2.0,500.0,2.0,3.0
62720,3.0,,,545.0,2.0,4.0
62721,2.0,,,262.0,2.0,3.0
62722,3.0,2.0,2.0,659.0,2.0,2.0
62723,2.0,,,216.0,2.0,3.0
62724,4.0,2.0,2.0,797.0,2.0,2.0
62725,3.0,2.0,2.0,417.0,2.0,2.0
62726,3.0,,,409.0,2.0,3.0
62727,,,,,,
62728,,,,,,
62729,4.0,2.0,4.0,933.0,2.0,3.0
62730,5.0,4.0,2.0,1894.0,2.0,2.0
62731,4.0,2.0,2.0,1000.0,2.0,2.0
62732,,,,,,
62733,5.0,2.0,2.0,2200.0,2.0,1.0
62734,6.0,,,2500.0,2.0,1.0
62735,6.0,,,3000.0,2.0,1.0
62736,4.0,2.0,2.0,1500.0,2.0,2.0
62737,3.0,2.0,4.0,750.0,2.0,3.0
62738,,,,,,
62739,4.0,2.0,2.0,1000.0,2.0,2.0
62740,6.0,2.0,2.0,3000.0,2.0,1.0
62741,5.0,2.0,2.0,2050.0,2.0,2.0
62742,2.0,2.0,4.0,394.0,2.0,2.0
62743,,,,,,
62744,2.0,4.0,4.0,262.0,2.0,3.0
62745,3.0,4.0,2.0,524.0,2.0,6.0
62746,,,,,,
62747,3.0,2.0,2.0,615.0,2.0,2.0
62748,4.0,2.0,2.0,1111.0,2.0,2.0
62749,3.0,4.0,2.0,644.0,2.0,2.0
62750,1.0,,,73.0,2.0,1.0
62751,,,,,,
62752,3.0,,,466.0,2.0,2.0
62753,3.0,,,788.0,2.0,1.0
62754,3.0,2.0,2.0,644.0,2.0,4.0
62755,3.0,,,788.0,4.0,1.0
62756,3.0,,,711.0,2.0,4.0
62757,4.0,4.0,2.0,1000.0,2.0,2.0
62758,,,,,,
62759,7.0,2.0,2.0,6000.0,2.0,2.0
62760,7.0,2.0,2.0,4334.0,2.0,2.0
62761,7.0,2.0,2.0,5000.0,2.0,1.0
62762,,,,,,
62763,,,,,,
62764,4.0,2.0,2.0,975.0,2.0,2.0
62765,5.0,4.0,2.0,2210.0,2.0,1.0
62766,,,,,,
62767,,,,,,
62768,,,,,,
62769,,,,,,
62770,4.0,,,1576.0,2.0,1.0
62771,4.0,2.0,2.0,800.0,2.0,1.0
62772,99.0,4.0,2.0,999999999999.0,2.0,3.0
62773,,,,,,
62774,2.0,2.0,2.0,327.0,2.0,3.0
62775,6.0,2.0,2.0,2500.0,2.0,2.0
62776,7.0,,,4000.0,2.0,1.0
62777,7.0,2.0,2.0,6300.0,2.0,2.0
62778,5.0,2.0,2.0,2150.0,2.0,2.0
62779,4.0,,,1044.0,2.0,2.0
62780,6.0,2.0,2.0,2400.0,2.0,2.0
62781,,,,,,
62782,,,,,,
62783,4.0,4.0,2.0,1200.0,2.0,1.0
62784,,,,,,
62785,,,,,,
62786,,,,,,
62787,6.0,2.0,2.0,2766.0,2.0,2.0
62788,,,,,,
62789,5.0,2.0,2.0,1600.0,2.0,2.0
62790,1.0,,,55.0,2.0,2.0
62791,4.0,,,1200.0,4.0,1.0
62792,2.0,,,394.0,2.0,2.0
62793,1.0,,,100.0,2.0,2.0
62794,,,,,,
62795,3.0,,,544.0,2.0,2.0
62796,1.0,,,150.0,2.0,2.0
62797,3.0,4.0,2.0,788.0,2.0,1.0
62798,3.0,,,450.0,2.0,3.0
62799,,,,,,
62800,,,,,,
62801,4.0,,,1384.0,2.0,3.0
62802,,,,,,
62803,3.0,2.0,2.0,440.0,2.0,3.0
62804,,,,,,
62805,,,,,,
62806,,,,,,
62807,4.0,4.0,2.0,804.0,2.0,3.0
62808,2.0,,,286.0,2.0,2.0
62809,,,,,,
62810,2.0,4.0,2.0,262.0,2.0,2.0
62811,3.0,4.0,2.0,525.0,2.0,3.0
62812,4.0,,,1044.0,2.0,2.0
62813,5.0,2.0,2.0,2250.0,2.0,2.0
62814,5.0,2.0,2.0,1600.0,2.0,1.0
62815,6.0,2.0,2.0,2644.0,2.0,2.0
62816,5.0,2.0,2.0,2021.0,2.0,2.0
62817,4.0,,,1280.0,2.0,1.0
62818,3.0,2.0,2.0,493.0,2.0,2.0
62819,,,,,,
62820,5.0,2.0,2.0,1666.0,2.0,2.0
62821,6.0,2.0,2.0,2500.0,2.0,1.0
62822,4.0,2.0,2.0,1300.0,2.0,2.0
62823,1.0,2.0,2.0,178.0,2.0,4.0
62824,2.0,4.0,2.0,262.0,2.0,3.0
62825,2.0,4.0,2.0,300.0,2.0,3.0
62826,3.0,4.0,2.0,432.0,2.0,2.0
62827,2.0,2.0,2.0,262.0,2.0,3.0
62828,3.0,4.0,2.0,733.0,2.0,2.0
62829,3.0,2.0,2.0,552.0,2.0,4.0
62830,2.0,2.0,2.0,237.0,2.0,3.0
62831,,,,,,
62832,4.0,4.0,2.0,815.0,2.0,4.0
62833,,,,,,
62834,4.0,,,959.0,2.0,4.0
62835,3.0,4.0,2.0,622.0,2.0,2.0
62836,2.0,4.0,2.0,200.0,2.0,2.0
62837,,,,,,
62838,3.0,,,766.0,2.0,3.0
62839,2.0,4.0,2.0,394.0,2.0,2.0
62840,2.0,2.0,2.0,333.0,2.0,3.0
62841,2.0,2.0,2.0,283.0,2.0,3.0
62842,3.0,2.0,2.0,766.0,2.0,3.0
62843,4.0,4.0,2.0,1360.0,2.0,4.0
62844,3.0,2.0,2.0,701.0,2.0,3.0
62845,4.0,4.0,2.0,1050.0,2.0,3.0
62846,4.0,,,1500.0,2.0,2.0
62847,3.0,,,500.0,2.0,4.0
62848,2.0,,,270.0,2.0,1.0
62849,3.0,2.0,2.0,640.0,2.0,4.0
62850,2.0,,,250.0,2.0,2.0
62851,3.0,4.0,2.0,705.0,2.0,2.0
62852,1.0,2.0,2.0,160.0,2.0,4.0
62853,4.0,4.0,2.0,1200.0,2.0,3.0
62854,,,,,,
62855,5.0,2.0,2.0,1766.0,2.0,2.0
62856,4.0,2.0,2.0,1500.0,2.0,2.0
62857,4.0,,,833.0,2.0,2.0
62858,2.0,,,276.0,4.0,1.0
62859,4.0,4.0,2.0,929.0,2.0,3.0
62860,4.0,2.0,2.0,1105.0,2.0,5.0
62861,4.0,2.0,2.0,1000.0,2.0,2.0
62862,3.0,4.0,2.0,675.0,2.0,2.0
62863,6.0,2.0,2.0,2850.0,2.0,2.0
62864,,,,,,
62865,1.0,,,83.0,2.0,3.0
62866,2.0,2.0,2.0,394.0,2.0,4.0
62867,3.0,2.0,2.0,600.0,2.0,3.0
62868,4.0,2.0,2.0,940.0,2.0,5.0
62869,5.0,2.0,2.0,1650.0,2.0,2.0
62870,3.0,2.0,2.0,788.0,2.0,1.0
62871,3.0,2.0,2.0,516.0,2.0,4.0
62872,5.0,2.0,2.0,1675.0,2.0,3.0
62873,1.0,2.0,2.0,76.0,2.0,5.0
62874,3.0,4.0,2.0,447.0,2.0,1.0
62875,4.0,,,900.0,2.0,3.0
62876,4.0,2.0,2.0,1033.0,2.0,2.0
62877,3.0,4.0,4.0,508.0,2.0,2.0
62878,3.0,4.0,2.0,750.0,2.0,3.0
62879,1.0,2.0,4.0,157.0,2.0,4.0
62880,3.0,,,788.0,2.0,1.0
62881,4.0,,,950.0,,2.0
62882,2.0,4.0,2.0,365.0,2.0,5.0
62883,1.0,4.0,2.0,185.0,2.0,4.0
62884,6.0,2.0,2.0,3600.0,2.0,3.0
62885,4.0,2.0,2.0,1350.0,2.0,2.0
62886,3.0,,,640.0,2.0,2.0
62887,,,,,,
62888,2.0,,,262.0,2.0,2.0
62889,3.0,2.0,2.0,647.0,2.0,4.0
62890,1.0,,,197.0,2.0,4.0
62891,3.0,,,788.0,2.0,2.0
62892,1.0,,,38.0,2.0,2.0
